Num,URL,Title,Date,Full Content,Categories,Tags
164,https://dsisaev.livejournal.com/53759.html,Диалог о главном.,"July 21 2013, 22:05","Совершенно спонтанно и не постановочно, вся ответственность - на Алексее Бороде). Завтра опубликую его фильм про недавнюю нашу Одиссею.",Психология,Группы
165,https://dsisaev.livejournal.com/33496.html,Пилотный проект фильма про аналитику в Израиле.,"November 6 2012, 01:12","Это первоначальный вариант фильма, отснятого Алексеем Бородой, нашим израильским коллегой и соведущим проекта. Можно получить представление о будущем нашем апрельском маршруте. Со дня на день, как только поступят в продажу билеты в Тель Авив на апрель, объявим точную дату и будем собираться. Заявки вовсю собираются, и у нас, и в Израиле.
А пока - это видео. Спасибо Денису Коршикову за колдовство, позволившее, все-таки, это загрузить).","Места, Психология","Израиль, Группы, Терапия"
166,https://dsisaev.livejournal.com/33770.html,Удивительная история.,"November 7 2012, 22:16","У нее была строгая мама. Для мамы дети - было главное. А для ребенка главное было - образование. Это была абсолютная   истина.
Поэтому она была отличницей. Совершенно круглой. Я спросил ее, чем увлекалась помимо школы.
- Да ничем, ответила, уроки делала. Так оно, похоже и было.
И тут произошла удивительная история:
Она уверенно подошла к своей золотой медали. Со всеми пятерками. Но тут случилось неожиданное: в ее школу, вместо планируемых трех золотых медалей, выделили  две. По какой-то неведомой причине. Но, по вполне по понятной, социальной причине, ей этой медали не хватило.
Учительница пришла к ним домой. Вечером. И попросила переписать сочинение. С пятерки на четверку. Чтобы получить серебренную медаль.
- Да ненужно, вяло сопротивлялась она. Пусть все пятерки будут.
Но они ее уговорили. Вместе с мамой. Что это обязательно. Что это очень важно. Что она заслужила свою медаль.
Она переписала сочинение с ошибкой. И получила свою заслуженную серебренную медаль.
И пошла жизнь.. В полный рост и в том же направлении. У нее уже свои дети. Учит..
Много лет слушаю разные истории, изучаю судьбы, жизненные повороты. В каждой есть, чему удивляться. И даже диву даваться. И иногда, даже, офигевать, извините. Может, и слава Богу?
эм","Психология, Личное","Сценарии, Личность, Родители, Дети"
167,https://dsisaev.livejournal.com/34011.html,Проси прощания. После открытой консультации.,"November 10 2012, 00:19","Часто для родителей дети - единственный повод и способ остаться вместе. И дети - всегда - этому очень рады. Потому что если дети - единственный способ удовлетворения потребности в любви - то все подарки - им. Одна проблема - вырастают, гады. И уезжают, неблагодарные. Поэтому:
Чтобы не уехали, а если и уехали, то:
Сохранить возможность любить (опекать, контролировать, оберегать, дезинфицировать) - значит, сохранить зависимость - а это возможно если:
Привязать самыми крепкими - эмоциональными путами - несокрушимым чувством вины и абсолютным безверием в себя.
1. Мы для тебя сделали ВСЕ. (Ничего не жалели, все отдали, себя не щадили, здоровье сгубили, карьерой пожертвовали и тп.). Должен теперь. Пожизненно. Неискупимо.
2. Ты - беспомощен. Туп, глуп, слеп, нем, глух.  Полный профессиональный кретин.  Достоинбольшегочемэтоничтожество - это про того, в кого осмелился влюбиться. И самое главное:
Болен. На голову, на живот, на сердце - см дальше большую медицинскую  энциклопедию.
И ребенок - который всегда рад продолжать получать подарки - все это примет с глубокой благодарностью и удовлетворением.
И никуда не денется, хоть на другой континент его отправь.
Что делать? Ясно чего. Только очень трудно. Чувство вины мешает, как пудовые гири. Поэтому:
Необходимо прорваться через эту вину. Куда? К обиде. Она обязательно должна быть. Она есть. В связи с вышеизложенным. В связи с невозможностью почувствовать и выразить агрессию - на них, на мир. На себя только можно. На мир, на родителей - обида. И из этой обиды попросить - вольную.
Попросить прощАния. Отпустить эту обиду, и чувству вины не на чем будет быть. Тогда ты - свободен. В нашем языке прощание и прощение - суть одно слово, один смысл. Не прощенным не попрощаешься.
Родителям это грозит очень важной возможностью - столкнуться друг с другом, напрямую, без ребенка - заложника. И что-нибудь уже сделать, решить.
Это их дела. А ребенка главная забота - смочь без них. И если нужно, о них заботиться. Во вторых о них, во первых - о себе. Об этом еще Конфуций предупреждал. Дословно.
А если повзрослел - что уж болеть, какие уж панические атаки - жизнь так заворачивает - только держись. Есть что-то интереснее, чем подбор антидепрессантов и психологов.  Зуб даю.
Posted via
LiveJournal app for iPad
.",Психология,"Вина, Обида, Терапия, Родители, Дети"
168,https://dsisaev.livejournal.com/34102.html,Первый снег.,"November 12 2012, 00:12","Мы с трудом выбрались из города. Суббота, вроде, а все стоит. До икеи  плотняком. Мокрая трасса, грязь из под колес. Вылил весь бак омывателя на стекло. Уже подъезжали к Яру, Лешка сказал - вроде снег. Не поймешь, темно уже.
Заблудились, конечно. Ни разу к нему не было, чтоб не заблудиться. Покрутились по грунтовкам.
Он вышел на улицу, встретил. Запарковал. В дом повел.
Чуть перекусили (Лешка молодец, остановил обжиралово), и в баню.
Она у него знатная, правильная. Ну и оторвались, конечно.
От суеты городской оторвались, отмылись, отчистились паром да веники хороши оказались, и Лешка спец, как всегда.
Вернулись в дом - в легком головокружении и здоровом аппетите. Тут и еда. Тамара Ивановна наготовила чудесно. И мясо из духовочки, и солености из банок разнообразных, и хреновина - вырви глаз, и свекла с чесноком густым. И мед горно алтайский, необычный, мятный.
Ну и выпили, конечно. Он - коньяк, для сосудов, мы - вискаря, чтоб с мыслей и напрягов сплыть, к разговору подготовиться.
Нет больше удовольствия, чем с ним ""болтать"". Каждый раз - открытия.
И в эту ночь - их случилось.
Вот так и сидели.
Всю ее, конечно, не уговорили, так, потрепали малость.
Сын мой, вместо того, чтоб благоговейно слушать нас, гур великих, впитывать мудрость вечную и запоминать для потомков, засунул голову в планшет, и не высовывал, тем более, что у него в его природах вай фай приличный, как положено.
А потом вышли на двор, покурить им, а там -
Снег первый. Лег еще на траву зеленую, и как то так хорошо стало, что встретили мы первый снег в его доме, в атмосфере его, где воздухом - искренность и теплота.
Поздно спать легли, все ""болтали"".
Проснулись (снег лежит), каши навернули, и на двор, морозом дышать, шашлыки готовить. Хорошо.
Душевно получилось, вкусно. Мясом я заведовал, хвалюсь по делу.
Они еще по капельке, да опять про любовь и про Бога. А мне за руль. Засуетился, за светло бы доехать.
Объяснил, как выехать, рукой помахал. Я ему:
- До вторника, Георгич, спасибо за время.
- Пока, Дим.
Доехали без приключений.
В городе снега не было.
Posted via
LiveJournal app for iPad
.","Места, Личное, Психология, Стиль","Самара, Дружба, Семья, Эмоции, Природа"
169,https://dsisaev.livejournal.com/37173.html,Он вернулся! Опыт женского восприятия.,"December 6 2012, 14:28","""Я никогда не буду женщиной. А интересно, что они чувствуют?""  М. М. Жванецкий.
Действительно, очень интересно. При желании, можно рискнуть и почувствовать. По ихНЕМУ.
Например, вот так.
У меня было два фитнес тренера. Первого звали Ира. Он правда был у меня первым. Многому научил, привил вкус к этому делу, с ним я достиг больших успехов. Мы были вместе больше двух лет. Нам было хорошо.
И тут моему тренеру пришлось меня оставить. Я этого боялся, но был к этому готов. Причина была - самая лучшая на свете причина.
После Иры у меня достаточно скоро появился другой тренер - Максим. Мы довольно быстро подружились, хотя он это делал совсем по другому. Иной стиль, иной подход. Но мне нравилось, я освоился, да и результаты пошли. Мы втянулись в тренировки.
Как только я уже совсем привык, он вдруг стал чаще и чаще тренировки отменять. Я стал тревожиться, но отгонял неприятные мысли.
И тут, как гром среди ясного, он сообщил мне по телефону, что больше мы не можем быть вместе. Он уходит. На другую работу.
Предложил иногда встречаться, когда получится.
Нет уж! Ушел, так ушел.
Первое время я просто перестал ходить в зал. Стал совершенно нарушать пищевой режим.
Потом подумал - хватит. Взял себя в руки и повел тренироваться. Бродил один среди тренажеров, вяло качал пресс. Мне предлагали других тренеров, но мне уже не хотелось.
Потихоньку я набрал темп и ритм. Форма стала возвращаться. Я смог заниматься сам. Я уже думал стереть его номер из телефона. И тут.
Он позвонил неожиданно и спокойно так говорит - Ну что, в четверг как обычно?
- Замечательно, говорю, буду.
Он вернулся! Как только я смог без него, как только успокоился и смог самостоятельно.
- Извини, говорит, за паузу в наших тренировках, дальше будем по обычному графику. Начнем с разминки..
Ну и начали.
В каждом есть мужское и женское. Иногда можно понять, чего ОНИ чувствуют и хотят через переживания ихНЕГО в себе.
Тренер - социально и психологически роль совершенно мужская (отцовская, мужеская, неважно).
Подопечный (под - опеч - ный) - роль женская (пусть детская где-то, но все равно - женская).
Вот я и осмелился. Интересно же.
Похоже?
Posted via
LiveJournal app for iPad
.","Психология, Стиль","Личность, Терапия, Отношения, Спорт"
170,https://dsisaev.livejournal.com/37470.html,Не приходя в сознание (браки обламываются на небесах).,"December 8 2012, 18:23","""Сегодня, на 74 году жизни,
после тяжелой продолжительной болезни,
не приходя в сознание,
генеральный секретарь ЦК КПСС, председатель президиума верховного совета СССР
Леонид Ильич Брежнев
выступил на 25 съезде КПСС"".
Из советского анекдота.
Расскажу от первого лица, как услышал.
""Я нашел ее на сайте знакомств. Мы встретились. Вроде ничего.
Она снимала квартиру. Я не успел заметить, как обнаружил себя там, как я уже начал там жить.
Потом я не успел заметить, как я уже оплачивал эту квартиру, еду, и все остальное. Денег стало не хватать.
- Может, ты работать пойдешь, говорю.
- Может, и пойду. Только для этого мне нужно купить вот что: - и перечислила.
- Блин, думаю, ну ладно. И все это купил.
Работать она не пошла.
Зачем я там жил? Да как-то привязался к ней, сам не пойму.
Ну, дальше, понеслось - уходил - приходил. И опять уходил.
Ушел, значит. Живу дальше.
Тут она звонит.
- Можно с тобой увидеться на полчаса?
- Ну ладно, говорю, давай.
Встретились, а она говорит:
- Если хочешь со мной жить, пошли заявление в ЗАГС подадим, прям щас.
- Ну ладно, говорю, пошли - не успел подумать, как сказал.
Пришли мы в ЗАГС, а там -
САНИТАРНЫЙ ДЕНЬ.
Что-то с алкоголем у меня проблемы последнее время, сам не пойму как. ""
Posted via
LiveJournal app for iPad
.","Личное, Психология","Брак, Зависимость, Отношения"
171,https://dsisaev.livejournal.com/38020.html,Новое половое извращение.,"December 17 2012, 10:03","(После семинара в free shop)
Что в половых отношениях страшит, что кажется извращением и отклонением, и при этом влечет, реализуясь в фантазиях и представлениях?
Вот что. Половая жизнь - с одним партнером. Тихий ужин в доме, где только двое (дальше в фантазию пробирается ребенок, но это уже совсем страшно и извращенно). Проявление сексуальных желаний - нежность. Открыто говорить о себе и слушать его, вместе смотреть фильмы и обсуждать книги. Брр, кошмар какой, придет же в голову..
Это новое половое извращение упорно вползает в головы и души не окрепших личностей, не смотря на все тягостные наблюдения детства.
Больше извращений практически не осталось. Такие дела.
С наступающим!
Posted via
LiveJournal app for iPad
.","Психология, Личное","Отношения, Терапия, Личность, Брак"
172,https://dsisaev.livejournal.com/38356.html,Не дождетесь.,,,Нет,Пусто
173,https://dsisaev.livejournal.com/38533.html,Не смолчу.,"December 18 2012, 13:14","Они запретили усыновлять наших детей американцам. Американцы усыновляли тех, у кого вообще не было шансов быть усыновленными - самых больных и отсталых.
С 2000 года - больше 45 000. Подавляющее, исключительно подавляющее большинство из этих детей живут в замечательных условиях и заботе.
Они обиделись на Америку за список Магнитского. Каким-то чиновникам теперь нельзя там размещать деньги и въезжать самим. Логически, они должны были запретить кому нибудь из американцев въезд в Россию и вкладывать их деньги в наши банки. Вот это был бы удар для американцев!
Так нет. Запретили усыновлять детей. Отняли у них всяческую надежду.
Где ты - унтер офицерская вдова? Тут бы и Гоголь с его воображением свихнулся бы от ТАКОЙ идеи..
Может, уже стрелять начать? Своих, конечно, чтоб американцам хуже было. И страшнее.
Идиоты.
Posted via
LiveJournal app for iPad
.","Социум, Психология","Политика, Общество, Травмы"
174,https://dsisaev.livejournal.com/38756.html,ЛАНДШАФТНАЯ АНАЛИТИКА В ИЗРАИЛЕ.,"December 20 2012, 08:44","Мы определились с датами и уже стали заказывать билеты на самолет. Итак.
Мы вылетаем 23 апреля из Самары, прямой самолет компании ЮТэйр.
Приезжаем в Хайфу, нас встречают и заселяют в гостиницу. 24 апреля утром мы выдвигаемся в поход. Это - психотерапия в движении, это - путешествие по фантастически красивым местам верхней (северной) Галилеи - заповедника Монфор. Ночуем в палатках, у горной речки и древнего замка крестоносцев. Возвращаемся 26 апреля к вечеру.
С 26 по 30 апреля - время для самостоятельных путешествий и отдыха - можно съездить в Иерусалим или на Мертвое море, взять экскурсию по святым местам Галилеи или побродить по древней Акке. Сама Хайфа с ее Бахайскими садами, пляжами и чистым морем - прекрасное место для интересного времяпрепровождения.
Обратно прилетаем днем 1 мая.
По условиям:
Пока билеты на самолет недорогие, на сегодняшний день - 14 с половиной тыщ туда - обратно, но цены будут меняться.
Группа состоит из самарских и израильских участников. Количество строго ограничено.
По ценам:
Самолет - 500$ (пока)
Сам проект - ландшафтная аналитика - 600$
Сюда входит - трансферы, туристическое оборудование, питание, психотерапевтическое и аналитическое сопровождение.
Гостиница - примерно 400$, при желании можно самостоятельно найти место проживания.
То есть всего около 1500$.
Экскурсии в оставшиеся дни по желанию и за дополнительную оплату на месте.
Сейчас важно выкупить билеты на самолет, пока недорогие. Можно отправить мне паспортные данные и я возьму билеты на сайте авиакомпании. Можно - самостоятельно.
Остальная оплата - по прибытии.
Отвечу на все вопросы. Можно по телефону.
Ну, поехали..
Posted via
LiveJournal app for iPad
.","Места, Психология","Израиль, Группы, Терапия"
175,https://dsisaev.livejournal.com/38953.html,После конца света. Сентиментальное.,"December 21 2012, 22:48","Приходишь домой после конца света (после группы, индивидуальных бесед, открытой консультации), а там.
Сын играет на фортепьяно. Ты так не умеешь и уже не сумеешь. А он - на тебе. Это хорошо.
Значит, начало света обязательно наступит. С рассветом.","Личное, Психология","Семья, Дети, Эмоции"
176,https://dsisaev.livejournal.com/39275.html,Отложи.,"December 25 2012, 13:41","Обязательно отложи на завтра то, что ты можешь сделать сегодня. Дай плоду созреть.
Отложи. Не бойся потерять время. Нет у тебя никакого времени. Это ты есть у времени. И ты есть у времени, столько, сколько тебе отведено. Не суетись.
Не нужно ломиться в закрытые двери. Лоб расшибешь. Сами откроются, когда придет срок. Вернее, ты сообразишь, что они были открытыми. Только не сегодня.
Отложи на потом. Новый год наступит без твоих усилий. И день сменит ночь. Не нужно их торопить. Если отложишь волевые усилия на завтра, сегодня можно и пожить. Если без чувства вины, конечно.
Если на завтра отложить самоубийство, оно не состоится. Точно говорю.
Если на завтра отложить помыть посуду, например, она никуда не денется. Если есть еще место в раковине, куда ее складировать.
Ну, если совсем нельзя отложить, тогда, конечно, делай. Только подумай перед этим - а может, все таки, можно?
Отложи. Столько замечательного сегодня! Само идет к тебе интересной книгой, красивой женщиной, музыкой, прогулкой, просто изумительным лежанием на диване с собственными грезами.
Еще раз - время нельзя убить. Кишка тонка, ты ж не бог. Это оно тебя расплющит, если будешь всю жизнь тащить на себе бремя обязанностей.
Отложи все. Делай, что хочешь. Остальное - на завтра.
Posted via
LiveJournal app for iPad
.","Психология, Личное","Терапия, Личность, Время"
177,https://dsisaev.livejournal.com/39592.html,Про смысл жизни.,"December 29 2012, 09:37","Смысл жизни очень трудно понять. Тем более объяснить. Выразить словами.
Смысл жизни можно почувствовать.
Не то почувствовать, что он есть. Его почувствовать непосредственно. Внимательно прислушаться к себе и обнаружить.
Такое открытие на открытой консультации. Спасибо участникам.
Posted via
LiveJournal app for iPad
.",Психология,"Терапия, Личность, Эмоции"
178,https://dsisaev.livejournal.com/42685.html,Женские роли. Третья серия. Тетка советская (обыкновенная). Молитва.,"January 28 2013, 02:06","Господи, помилуй Тетку.  Ибо неспроста же Ты сниспослал ей этот путь.
Господи, вразуми меня понять Твой промысел, Ты ж - есть Любовь, так как же это понять? Столько рабынь Твоих, да и рабов - без любви совсем, без Тебя.
Вразуми, как она, обычная советская школьница, с косичками, мечтами, невестами в тетрадках и скакалками, пройдя недолгий такой путь от выпускного бала, первого свиданья, свадьбы с выкупом, подносом для гостей и непременной драки, родов и декретного отпуска - настолько переродилась, изменилась, перевоплотилась, что даже Ты, наверное, узнаешь ее с трудом.
Она приходит, Господи, ко мне на консультацию и говорит -
- Сейчас - я не такая. Когда мы с ним познакомились я была - вот -
И достает фотографии свои школьные, студенческие, где действительно - не она..
Ведь все же тогда жили не просто, и в большинстве семей мужики пили, жены их пилили, дети спасались во дворах, где строили свои царства - государства, совершенно полноценно дрались и влюблялись, гоняли в футбол и чертили мелом классики.
Почему же она, они - их большинство - вдруг решили отказаться от самого главного, от себя, от души, от любви своей, от Тебя, Господи?
Я-то думал, это отголоски войны, голодухи, репрессий, мои родители как раз тогда родились, в сороковые..Поколение, думаю, такое.  Потом живу, смотрю - что за чертовщина, приходит она ко мне, фотографии показывает, а я с ужасом соображаю, что мы - ровесники. Не причем война.
Ее сущность, смысл, залог существования - в справедливости.  Вернее, в его отсутствии. Ее эмоция - страдание. Ее любовь - в ненависти. Ее вера - в претензии. Ее радость - в подтверждении. Что жизнь - полнейшее и неисправимое дерьмо.
Эта жизнь - ее муж, пока не вдова, дети, работа, соседи, певцы в телевизоре, дача с урожаем - все это туда.
Спросите ее, что она любит. Она не поймет вопрос. Да что Вы, скажет. В моем то возрасте..
Она - моя ровесница. Моя одноклассница, по гаражам мы с ней, кто казаки, кто - разбойники. И все. Кранты.
Она соблюдает свою справедливость. Она хранит верность. Мужу, заводу, своей рассаде на подоконнике, своей родной поликлинике и собесу.  Эта верность приносит ей самое главное в жизни - большое, заслуженное советское страдание.
Она пришла ко мне в четвертой стадии рака. Вернее, дети привели, мои студенты.  Ей совсем немного оставалось.
Ну, я как обычно - клиническую беседу - как жила, биография.
- Обычно, говорит, жила - школа, техникум. Дождалась его из армии, поженились.  Пить стал крепко.  Ну, думаю, ребенок родится, перестанет пить. Родила. Пить стал еще больше.
- Ну, думаю, рожу второго, тогда точно за ум возьмется.  Родила. Не взялся.  После этого вместе мы уже никогда не спали.
А я - на трех работах, да его еще из канавы, домой, да спать уложить.  Ладно, бабка помогала, а то б совсем тяжело.
Потом дети выросли и разбежались.  А потом и муж ушел. К другой, собутыльнице, наверное.
Тут вскоре я и заболела. Кому ж я теперь нужна?
А я спрашиваю ее, что же самого обидного в жизни случилось, или не случилось важного чего-то, о чем сейчас жалеет.
Подумала.
- Он же, говорит, у меня - единственный мужчина в жизни.
Из роли Тетки обыкновенной она обычно переходит в Бабку у подъезда или в Бабку в церкви, кому что милее.
У подъезда Бабки (намеренно не пишу - бабушки, мои бабушки, например, никогда у подъезда не сидели) обсуждают. А чаще - осуждают. Всем - по справедливости. Дети - сволочи. Особенно - чужие.  Купил кто машину новую - ворюга. Вышла девушка красивая. Радостная, да еще, не дай Бог, в эту машину села - шлюха.  Если счастливая и красивая - точно шлюха.
Вышла несчастная, подбитая, зареванная - наша. Приличный человек, страдающий. Как положено. К себе возьмут, пожалеют, проведут курс молодого бойца, вернее молодой Тетки, очень быстро берущий направление в сторону Советской Обыкновенной.
Говорят, Господи, святые Твои говорят, что от Тебя - не справедливость, от Тебя - милосердие.  Ну не вижу я у нее милосердия, может слеп совсем.  Я совершенно не язвлю, нельзя здесь с сарказмом - по правде же страдают.
Как мне полюбить ее, Господи, ведь не помогу же, не полюбив.. За что зацепиться, чем соединиться в душе? Страданием? Не вмещу столько, да и нужно ли? Как Ты ее любишь, вразуми..
Наверное у каждого человека, Тетки, Директора, мужиков несчастных, есть своя луковка. Это из Достоевского, из братьев его Карамазовых, про ужасную Тетку из 19 века, помните?  У каждого, обязательно у каждого есть хоть сколько-то души, любви и назначения Божьего, нельзя же без этого?
Помоги все это понять, Господи. И спасибо за то, что все - как есть.
Posted via
LiveJournal app for iPad
.","Психология, Социум, Личное","Роли, Страдание, Обида, Терапия, Личность, Общество, Семья"
179,https://dsisaev.livejournal.com/42950.html,Семейные типы. Серия первая. Семья - Монархия.,"January 30 2013, 01:56","Решил продолжить. Теперь через мои наблюдения особенностей семейных взаимодействий. Еще раз - у меня нет задачи ""прищучить"" или оценить различные способы человеческих отношений.  Вряд ли стоит искать абсолютное тождество со своей ситуацией. Это зарисовки, сопоставления совершенно разных семей, людей, которых я безусловно уважаю и признаю их право жить так, как им хочется.  Многому у них учусь. Многое вижу и сопоставляю с собой и со своей семейной жизнью.
И, при этом, сохраняю и передаю свое настоящее отношение к выбранным или по наследству доставшимся ролям, моделям и схемам, которые ведут к несчастьям и страданиям. И позволяю выражать это отношение в моих записках.
И спасибо всем, кому это интересно. Итак.
Напишу я про следующие типы семейных отношений.
Семья - Монархия.
Семья - Диктатура.
Семья - Анархия.
Семья СНГ (содружество независимых государств).
Семья Советская (обыкновенная).
Семья - Монархия отличается выверенной внутренней структурой, прочными внешними границами и понятными взаимоотношениями.
Фундамент Монархии и ее основное отличие от иных - верность традиции. И не так важно - кто Монарх - мужчина или (что чаще) - женщина. Главное, что есть понятный и поддержанный  всеми участниками семьи внутренний устав, конституция, которая гарантирует стабильность системы и защиту дворян.  Здесь - Король берет на себя ответственность за подданных, а Короля - играет Свита.
Здесь, за Каменной стеной Монарха тихо и спокойно. Здесь каждый день - день Сурка.
Строгая иерархия прописана семейными сценариями участников. Люди находят друг друга совершенно гармонично - Монарх (любого пола) - чаще Директор и супруг Монарха - чаще Администратор. Никакой борьбы за власть. Минимум конфликтности. Вернее, она есть, но скрытая, подавленная - никому не нужны революции.
Иногда присутствует внешнее правление - Монархом может быть, например, Свекровь ли Тесть, но недовольство подданных эффективно гасится серьезными материальными вливаниями в бюджет королевства.
Роли понятны и хорошо прописаны. Монарху позволительны Фавориты (тки), но без особого пафоса и влюбленностей - скорее, от скуки. Впрочем, как и евнухи - Супруге (гу). Все эти мелодрамы про Телохранителей, личных Водителей - помните? Это не страшно. Никогда эти отношения не станут причиной развала Королевства. ""По любви - не может ни один Король"".
Отношения максимально обезличены. В королевстве нет имен, только титулы - Их Величества, Принцы, Фрейлины, Шуты и подобное.
В наше время к Монархам обращаются - Мать! или - Наш Папа. Нет имен - появляются разнообразные слащавые Лапули, Пупсики, Зайки и прочие Кисули. По имени называть гораздо труднее - там всегда отношения. Проще  - игрушечными названиями.
Весь сор внутри избы, вернее, Королевства. Максимально закрытая система. Правильное такое слово - Королевские ПОКОИ. Самодостаточность с легким презрением к окружающим. Высокие стены. Граница на замке.
Монарх - действительно несет ответственность за свою семью. Трудоголизм - единственно возможный для него (нее) ""изм"". Пытается быть ""в форме"" - фитнес, теннис, норм питание и прочая хрень.  Философское отношение к религии. Чувства закрыты - какая вера?
Настоящий ""Коронар"" - не от слова ""корона"", а - от ""коронарные сосуды"". Сильная личность, гипертоническая.  При этом внутри - ранимость, одиночество, часто - недокомпенсированная с детства неполноценность. Отсюда - новые богатства в казну Королевства, новые земли, коттеджи, катера - яхты и прочие понты.
Супруга (г) Монарха - действительно о нем заботится, опекает и следит за порядком в Королевстве. Администратор, Серый кардинал, именно она определяет круг общения и подписывает визы на посещение Королевства.  У нее много забот, но и вознаграждение достойное. Только не говорите здесь о любви. Не принято об этом здесь. Где любовь - там всегда нестабильность и передряги. Зачем?
Дети Монарха - Золотая молодежь, Мажоры, Баловни судьбы. (конечно, есть ""молодцы - сыновья"", но как исключения, после какой-нибудь нехарактерной инициации - типа - жениться по любви).
Забавные, иногда психопатичные, но чаще - бесхребетные. Главное их предназначение - получить Королевство по наследству и благополучно его (пардон)  просрать. Для дальнейшей эволюции.
Оксфорд, Кокаин, Maserati - все в кучу. Когда ""нечего больше хотеть"" - откуда что возьмется?
На маленьких Монаршествах держатся большие Государства. Плохо дело, когда Монархи уходят на покой и на замену приходят их дети.
А еще хуже для Государства, когда семьи - Монархии снимаются с насиженных мест и валят за бугор. Жди беды. Так уже было.
Все чаще я вижу Монархов в своем кабинете. Учимся чувствовать, открываться, выражать эмоции. Без этого - со здоровьем совсем туго.  Говорим о любви. Родителей вспоминаем. Плачем.
Только чаще это - паллиатив: Администраторы в кабинет - не приходят.
Posted via
LiveJournal app for iPad
.",Психология,"Роли, Сценарии, Отношения, Брак, Терапия"
